,standard deviation,noise value,final diff,solving time,objective value
163,0.025,0.019593068011277668,0.019593068011277668,36.239691999999195,0.10443348134898692
164,0.025,0.015444798759988864,0.015444798759988864,51.15422899999976,0.09694068230086343
165,0.025,0.016975554177443647,0.016975554177443647,78.63760299999922,0.10904391008358552
166,0.025,0.018259869268874986,0.018259869268874986,137.8536290000011,2.7940776225553764e-05
167,0.025,0.02017434722365822,0.02017434722365822,83.87520199999926,0.11359606454538436
168,0.025,0.013310694193777976,0.013310694193777976,81.85930599999847,0.09185657916656792
169,0.025,0.017208787279834152,0.017208787279834152,56.14662699999826,0.10894457382605859
170,0.025,0.014449154960930435,0.014449154960930435,74.24009300000034,1.2719346771607641e-05
171,0.025,0.02098258529801131,0.02098258529801131,70.76781699999992,0.11226631015726057
172,0.025,0.014099402893791814,0.014099402893791814,400.3975019999998,7.940135083036768e-05
173,0.025,0.01723323549008706,0.01723323549008706,69.46863500000109,0.1292272376207391
174,0.025,0.013609141252896305,0.013609141252896305,133.78288500000053,0.09318161836893055
175,0.025,0.01847271986769057,0.01847271986769057,427.85249399999884,0.00011999845699597187
176,0.025,0.01712855988967585,0.01712855988967585,77.82998299999963,0.006603917412371959
177,0.025,0.01607965419707208,0.01607965419707208,138.21406999999817,0.0651698478251954
178,0.025,0.015385500272168591,0.015385500272168591,58.00681199999963,0.08260649998904739
179,0.025,0.014673518474754241,0.014673518474754241,53.118860000002314,0.06503709142602664
180,0.030000000000000002,0.02042711216088159,0.02042711216088159,92.81138100000317,0.19822655716201468
181,0.030000000000000002,0.020967000048670678,0.020967000048670678,112.35735600000044,0.0878867239767217
182,0.030000000000000002,0.015925014895778127,0.015925014895778127,295.32261799999833,7.638636811682521e-05
183,0.030000000000000002,0.01973752440679688,0.01973752440679688,27.15765399999873,0.11644909757808744
184,0.030000000000000002,0.020952339153895876,0.020952339153895876,651.2583529999974,0.00019293390298048526
185,0.030000000000000002,0.022001697979503448,0.022001697979503448,130.1792000000023,0.09866517432868893
186,0.030000000000000002,0.021977555712644505,0.021977555712644505,415.67056500000035,0.00012421921751361604
187,0.030000000000000002,0.01959654663069762,0.01959654663069762,61.831137000001036,0.013367343659570666
188,0.030000000000000002,0.020291536091368217,0.020291536091368217,53.10804199999984,0.12000207666067053
189,0.030000000000000002,0.02053309072071643,0.02053309072071643,80.54673099999854,2.1097880225264796e-05
190,0.030000000000000002,0.01398956562944158,0.01398956562944158,103.44707299999936,0.11195223686290487
191,0.030000000000000002,0.02344431587509368,0.02344431587509368,106.2312520000014,0.11936574634768189
192,0.030000000000000002,0.023430164453407204,0.023430164453407204,40.379666000000725,0.09728496869538865
193,0.030000000000000002,0.022735660366420364,0.022735660366420364,80.24051999999938,0.008764534957323012
194,0.030000000000000002,0.025230239825467494,0.025230239825467494,53.806235000000015,0.14886263573392144
195,0.030000000000000002,0.01990928479669457,0.01990928479669457,116.66475899999932,2.0882026900912336e-05
196,0.030000000000000002,0.017641262945932608,0.017641262945932608,517.8177140000007,0.00016910735096772897
197,0.030000000000000002,0.021447191928771512,0.021447191928771512,105.8022060000003,0.10377839845584443
198,0.030000000000000002,0.01938753787324954,0.01938753787324954,38.728345999999874,0.12462475429777803
199,0.030000000000000002,0.018366418387938732,0.018366418387938732,127.84305699999823,0.13003050730960972
200,0.030000000000000002,0.017808335603095783,0.017808335603095783,94.02239299999928,6.731130790405796e-05
201,0.030000000000000002,0.020170208930067966,0.020170208930067966,141.72372200000245,8.129386983509813e-06
202,0.030000000000000002,0.01812604887086652,0.01812604887086652,111.68962499999907,0.03764360251067162
203,0.030000000000000002,0.01956558274421908,0.01956558274421908,146.61761300000217,4.419916584560259e-05
204,0.030000000000000002,0.021204336067765367,0.021204336067765367,63.74472799999785,0.07723912738568427
205,0.030000000000000002,0.021131108246628935,0.021131108246628935,219.37458700000207,0.060187210085741384
206,0.030000000000000002,0.022879458843035987,0.022879458843035987,100.33165699999881,0.09751741697392867
207,0.030000000000000002,0.024892973476896785,0.024892973476896785,54.78199200000017,0.08933815587304855
208,0.030000000000000002,0.01473598211359913,0.01473598211359913,72.00842600000033,0.07721928538202007
209,0.030000000000000002,0.02531348802134495,0.02531348802134495,78.98113799999919,0.14465254409734965
210,0.035,0.01570867704246158,0.01570867704246158,116.84894799999893,0.07362954250743164
211,0.035,0.02527296746843805,0.02527296746843805,800.344599,0.00017408797733252496
212,0.035,0.02524214688749915,0.02524214688749915,164.33749300000636,0.12907866759323394
213,0.035,0.020866084272247842,0.020866084272247842,27.135269999998854,0.13025998263730051
214,0.035,0.02486225791901462,0.02486225791901462,583.5306199999977,0.00010117445324490063
215,0.035,0.02216668496959786,0.02216668496959786,92.91371199999412,1.098565930739323e-05
216,0.035,0.02238990746196786,0.02238990746196786,44.47947500000009,0.08919450616026157
217,0.035,0.026824345930284772,0.026824345930284772,57.817920999994385,0.1585453765876794
218,0.035,0.0217616945922322,0.0217616945922322,107.58630599999742,0.1374523622986673
219,0.035,0.020717677507960323,0.020717677507960323,46.21753600000375,0.1205166791836088
220,0.035,0.025537024899061206,0.025537024899061206,455.1921020000009,0.0002284963425362112
221,0.035,0.027165327107732073,0.027165327107732073,137.06734999999753,0.027979363250387867
222,0.035,0.01910181097985611,0.01910181097985611,409.40720199999487,6.44618213911191e-05
223,0.035,0.025594665106593785,0.025594665106593785,136.21595499999967,0.06734852604341413
224,0.035,0.027038587580437968,0.027038587580437968,142.04880099999718,0.11554828203038059
225,0.035,0.02552233084022974,0.02552233084022974,80.25869099999545,0.1206509880212173
226,0.035,0.027726918868754627,0.027726918868754627,127.760076999999,0.12688405533059469
227,0.035,0.025448593776495845,0.025448593776495845,63.50796299999638,0.14416502869956768
228,0.035,0.02021163647421394,0.02021163647421394,25.238690999998653,0.10607427224291421
229,0.035,0.024599265737308494,0.024599265737308494,65.93752900000254,0.19967841901969852
230,0.035,0.020653749983370155,0.020653749983370155,107.64863799999875,0.1322263495724653
231,0.035,0.02409476268795574,0.02409476268795574,94.58053300000029,0.04433257783414752
232,0.035,0.025492991656802667,0.025492991656802667,126.6936579999965,0.12964361081870224
233,0.035,0.02882114864848253,0.02882114864848253,64.40447900000436,0.11978393730436047
234,0.035,0.020251609084059704,0.020251609084059704,465.5111969999998,3.8218354329478226e-05
235,0.035,0.023707029311679863,0.023707029311679863,218.4231099999961,0.041027201782846544
236,0.035,0.02766985932511827,0.02766985932511827,62.20387699999992,0.08117561827604101
237,0.035,0.02629137470134102,0.02629137470134102,38.40123499999754,0.1628621011367713
238,0.035,0.025946352877315084,0.025946352877315084,207.03924299999926,0.06708446553395633
239,0.035,0.025371506078313386,0.025371506078313386,51.628364000003785,0.1363280444260397
240,0.04,0.02035606259331152,0.02035606259331152,771.7468460000018,0.00014914055052275707
241,0.04,0.029445546681179866,0.029445546681179866,45.30837199999951,0.0757277778312785
242,0.04,0.029105560444984413,0.029105560444984413,726.6227110000036,8.671346192028451e-05
243,0.04,0.028251008013792635,0.028251008013792635,161.0671930000026,0.00945573679720503
244,0.04,0.02351909715353962,0.02351909715353962,445.90986500000145,0.0002506842805029649
245,0.04,0.027280267423404808,0.027280267423404808,77.86091899999883,0.08791659388777057
246,0.04,0.025166134229994957,0.025166134229994957,80.3387819999989,0.09262261901968404
247,0.04,0.02835197260941629,0.02835197260941629,54.71477600000071,0.10939709388225254
248,0.04,0.030514798263522117,0.030514798263522117,89.84853000000294,0.06945486809249618
249,0.04,0.02401422074481247,0.02401422074481247,663.9684310000011,0.00010965247931607728
250,0.04,0.018322245801995714,0.018322245801995714,109.50970100000268,3.0029637611670497e-05
251,0.04,0.027129568487001283,0.027129568487001283,19.54699999999866,0.08707425076009684
252,0.04,0.021175646021478273,0.021175646021478273,708.2351879999987,0.00012174201871504507
253,0.04,0.028014693447463875,0.028014693447463875,77.64980999999534,0.11031545768628057
254,0.04,0.024050648048749318,0.024050648048749318,50.672537999998895,0.14119015460067752
255,0.04,0.026133032834652542,0.026133032834652542,102.4716449999978,0.07503291229410362
256,0.04,0.022659010933242157,0.022659010933242157,25.94994399999996,0.09933265447847604
257,0.04,0.03320722815885657,0.03320722815885657,104.5659599999999,1.887940821047814e-05
258,0.04,0.031081794053347597,0.031081794053347597,603.4235430000044,0.0001741517159022892
259,0.04,0.027600509541134688,0.027600509541134688,155.4195499999987,0.14330011469057818
260,0.04,0.025482102390392548,0.025482102390392548,606.5232739999992,0.0001711801061153442
261,0.04,0.0261807921798555,0.0261807921798555,65.92885399999795,0.07839712108656444
262,0.04,0.03239398565776773,0.03239398565776773,56.14984600000025,0.12449013340905765
263,0.04,0.03289472989051699,0.03289472989051699,287.38924399999814,7.300951442387553e-05
264,0.04,0.026079502056578916,0.026079502056578916,64.97209999999905,0.21519716993156346
265,0.04,0.0280117007819877,0.0280117007819877,95.67136600000231,0.10763570935515793
266,0.04,0.03213921147297642,0.03213921147297642,63.791855000003125,0.09078726603309213
267,0.04,0.03126410128245121,0.03126410128245121,128.37788600000204,0.13221537146371218
268,0.04,0.029186762606898165,0.029186762606898165,114.68269899999723,2.6811446467070262e-05
269,0.04,0.02397193138928226,0.02397193138928226,78.1976450000002,1.663635861003953e-05
270,0.045,0.02639965102136948,0.02639965102136948,51.088480999998865,0.1087602633239316
271,0.045,0.024450826437197187,0.024450826437197187,76.55749300000025,0.027438630809964018
272,0.045,0.02334742852866504,0.02334742852866504,115.63757700000133,0.1369767607541175
