,index,standard deviation,mean gap,nb non zero gap,max gap,solving time,objective value
46,46,0.00125,0.0012744495144160046,48,0.0036775063001387442,158.96131199999945,6.261419661726662e-05
47,47,0.00125,0.0010003658256613967,48,0.0031811231983818154,132.90309000000707,5.1155576907213665e-05
48,48,0.00125,0.0008837628601904849,48,0.003165999608245292,277.85349199999473,1.8447487513546427e-05
49,49,0.00125,0.0008624215660810551,48,0.0031837448626238843,76.03416199999629,2.516908353987059e-05
50,0,0.0025,0.0023736752275649656,48,0.007544994364954184,987.4431509999995,3.2974568620950984e-05
51,1,0.0025,0.0013319309334759773,48,0.0032979442497306707,317.8757840000035,2.55215182464238e-05
52,2,0.0025,0.002386396526281124,48,0.008919920779445034,889.5342859999946,9.962943676427352e-05
53,3,0.0025,0.0019835960297680468,48,0.006517836263543802,577.1815940000088,9.765244104913064e-05
54,4,0.0025,0.002328469827582005,48,0.007255063902578157,754.4250119999924,6.212853195149385e-05
55,5,0.0025,0.0018519344773622202,48,0.009094763411036731,356.4855530000059,9.947446321953284e-05
56,6,0.0025,0.001666035486779533,48,0.005849492848484655,579.8725640000048,7.347115757515597e-05
57,7,0.0025,0.0011078226590374852,48,0.0031754950552564526,232.4993889999896,2.2515297805145016e-05
58,8,0.0025,0.0015214045559585946,48,0.0043907276967045245,384.79022399999667,5.792839730938764e-05
59,9,0.0025,0.0023168833856255845,48,0.009720633938131495,2109.0168990000093,4.599778925720563e-05
60,10,0.0025,0.0014160769537848131,48,0.005856586818030619,90.13066600001184,0.00011193950905156612
61,11,0.0025,0.001388621277818541,48,0.005282207592548466,351.8137560000032,4.5770283892534634e-05
62,12,0.0025,0.0009568444485826226,48,0.003449846756492273,105.60767300000589,4.588679576181809e-05
63,13,0.0025,0.0005746915894081164,48,0.003184017653665182,43.41216400000849,0.00013645486509754286
64,14,0.0025,0.0015690002235064328,48,0.0049850905140135515,380.3535990000091,3.608648944737449e-05
65,15,0.0025,0.0022027383350805715,48,0.006444831564722378,182.60231600000407,9.337079719222946e-05
66,16,0.0025,0.001953572938991058,48,0.0071274040531379215,195.90716299999622,5.7247797184180724e-05
67,17,0.0025,0.0016485784870966455,48,0.006208095949443354,311.3556680000038,0.00012682076650072816
68,18,0.0025,0.0032831672012583676,48,0.01265065298249372,1415.4079000000056,9.985069792606601e-05
69,19,0.0025,0.0022613365253853607,48,0.006180732580371537,372.95912800000224,6.887616945070135e-05
70,20,0.0025,0.0018315574149240716,48,0.006698550858061432,160.59047900000587,7.50265033530354e-05
71,21,0.0025,0.0013236389037557755,48,0.0038051182100686046,831.7432319999934,3.3575784230939685e-05
72,22,0.0025,0.0014105074092482163,48,0.004274390056119418,303.2237359999999,7.13250561556065e-05
73,23,0.0025,0.0016976623900117227,48,0.006387856227056371,250.39617500000168,5.8345083695738556e-05
74,24,0.0025,0.0011190009810440394,48,0.004503845707440307,107.46221199999854,0.00010524306771712391
75,25,0.0025,0.0011520357006081711,48,0.003181155479026773,229.56622100000095,2.8384562179776335e-05
76,26,0.0025,0.0008816881425350748,48,0.0031709214368308095,151.43888800000423,7.193303198457405e-05
77,27,0.0025,0.004931165668827981,48,0.0196407042276924,3052.263752999992,9.05466514165598e-05
78,28,0.0025,0.0017749126142109072,48,0.004615703459400666,227.09179199999198,3.753968573419743e-05
79,29,0.0025,0.0012035565859098128,48,0.0045530106189985015,160.91714799999318,8.94086077385901e-06
80,30,0.0025,0.005259766562517345,48,0.020262781389086645,3024.6240589999943,3.530343870268865e-05
81,31,0.0025,0.0013810646761410158,48,0.0034476383342213895,246.47260700000334,0.00010207971570106238
82,32,0.0025,0.0031546079730282984,48,0.010686737485009583,1150.7957729999907,5.143787427159272e-05
83,33,0.0025,0.002550766780539672,48,0.008500688638241577,1010.524648999999,0.00010560153669701475
84,34,0.0025,0.0005486774144611016,48,0.0031841921882148783,23.573589999999967,7.459980348965962e-05
85,35,0.0025,0.00028214585233891053,48,0.00318409816952993,52.60359800000151,0.0021994200852295752
86,36,0.0025,0.0007787366631847563,48,0.003340578762526877,73.39542499999516,0.0001333967572233953
87,37,0.0025,0.0015203888082552062,48,0.004589618099215535,409.8478310000064,5.339574911822056e-05
88,38,0.0025,0.0015453744079542333,48,0.005418166265766675,193.32706999999937,9.555481267781237e-05
89,39,0.0025,0.0016003428404378506,48,0.0048700698340335205,446.1156670000055,9.694748165478235e-05
90,40,0.0025,0.0041416403938101965,48,0.01656143934915142,3082.3944140000094,6.765955528956052e-05
91,41,0.0025,0.001938504396292938,48,0.004487956513226997,528.2738279999903,7.100159195379815e-05
92,42,0.0025,0.0024478280515339164,48,0.009338957492653163,1004.4814629999892,0.00014246866786034947
93,43,0.0025,0.002176651965108007,48,0.008357442638536682,339.9504809999926,7.841484232036175e-05
94,44,0.0025,0.0011090132147190974,48,0.003582606402380943,352.8007570000045,6.890303897899596e-05
95,45,0.0025,0.0017260015342334823,48,0.00629902136634914,677.5382640000025,6.003210394855382e-05
96,46,0.0025,0.000985217008644176,48,0.004999457742007059,78.70296399999643,0.00010715720760938233
97,47,0.0025,0.0013096035423453712,48,0.006062813481547587,125.83804899999814,5.7418696913373945e-05
98,48,0.0025,0.0012798839829292025,48,0.003983496218691013,208.2086810000037,9.998146717647898e-05
99,49,0.0025,0.0009809110714179099,48,0.0032694815790063145,246.85009599999466,4.552895283137262e-05
100,0,0.00375,0.001230226109820688,48,0.004794756814114058,189.74060399999144,0.00022657043482131512
